WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1470.390;-8.18;-63.91;-63.69;-63.26;-23.62
1470.400;-7.98;-64.11;-63.89;-63.46;-23.61
1470.410;-7.70;-64.39;-64.17;-63.74;-23.59
1470.420;-7.54;-64.55;-64.33;-63.90;-23.58
1470.430;-7.30;-64.79;-64.57;-64.14;-23.58
1470.440;-7.10;-64.99;-64.77;-64.35;-23.58
1470.450;-6.98;-65.11;-64.89;-64.47;-23.60
1470.460;-6.85;-65.24;-65.02;-64.60;-23.57
1470.470;-6.73;-65.36;-65.14;-64.71;-23.64
1470.480;-6.65;-65.44;-65.22;-64.80;-23.62
1470.490;-6.53;-65.56;-65.35;-64.92;-23.64
1470.500;-6.42;-65.67;-65.46;-65.03;-23.60
1470.510;-6.21;-65.88;-65.67;-65.24;-23.63
1470.520;-6.15;-65.93;-65.72;-65.29;-23.62
1470.530;-6.16;-65.93;-65.72;-65.29;-23.62
1470.540;-6.04;-66.05;-65.83;-65.41;-23.66
1470.550;-6.00;-66.09;-65.87;-65.45;-23.65
1470.560;-6.03;-66.06;-65.85;-65.42;-23.69
1470.570;-5.98;-66.11;-65.89;-65.47;-23.66
1470.580;-5.99;-66.10;-65.88;-65.46;-23.65
1470.590;-6.06;-66.02;-65.81;-65.39;-23.67
1470.600;-6.00;-66.09;-65.87;-65.45;-23.65
1470.610;-5.98;-66.11;-65.90;-65.47;-23.68
1470.620;-5.92;-66.17;-65.96;-65.53;-23.69
1470.630;-5.98;-66.10;-65.89;-65.47;-23.68
1470.640;-6.18;-65.90;-65.69;-65.27;-23.66
1470.650;-6.39;-65.70;-65.49;-65.06;-23.68
1470.660;-6.48;-65.60;-65.39;-64.97;-23.72
1470.670;-6.63;-65.46;-65.25;-64.82;-23.69
1470.680;-6.75;-65.34;-65.13;-64.70;-23.69
1470.690;-7.10;-64.99;-64.78;-64.35;-23.67
1470.700;-7.15;-64.93;-64.72;-64.30;-23.68
1470.710;-7.40;-64.68;-64.47;-64.05;-23.69
1470.720;-7.71;-64.37;-64.17;-63.74;-23.70
1470.730;-8.06;-64.02;-63.81;-63.39;-23.74
1470.740;-8.21;-63.87;-63.66;-63.24;-23.70
1470.750;-8.44;-63.65;-63.44;-63.02;-23.69
1470.760;-9.10;-62.98;-62.78;-62.35;-23.66
1470.770;-9.36;-62.73;-62.52;-62.09;-23.68
1470.780;-9.70;-62.39;-62.18;-61.75;-23.67
1470.790;-10.24;-61.84;-61.63;-61.21;-23.69
1470.800;-10.57;-61.51;-61.31;-60.88;-23.67
1470.810;-10.68;-61.40;-61.20;-60.77;-23.68
1470.820;-10.77;-61.32;-61.11;-60.69;-23.69
1470.830;-10.88;-61.20;-61.00;-60.57;-23.64
1470.840;-11.11;-60.98;-60.77;-60.35;-23.68
1470.850;-11.37;-60.71;-60.51;-60.08;-23.70
1470.860;-11.46;-60.62;-60.41;-59.99;-23.70
1470.870;-11.78;-60.31;-60.10;-59.68;-23.67
1470.880;-11.76;-60.32;-60.12;-59.69;-23.67
1470.890;-11.74;-60.35;-60.15;-59.72;-23.72
1470.900;-11.68;-60.40;-60.20;-59.78;-23.69
1470.910;-11.33;-60.76;-60.56;-60.13;-23.72
1470.920;-11.21;-60.87;-60.67;-60.24;-23.76
1470.930;-10.92;-61.16;-60.96;-60.54;-23.68
1470.940;-10.61;-61.48;-61.27;-60.85;-23.68
1470.950;-10.65;-61.44;-61.23;-60.81;-23.70
1470.960;-10.60;-61.48;-61.28;-60.85;-23.75
1470.970;-10.34;-61.75;-61.54;-61.12;-23.74
1470.980;-9.98;-62.10;-61.90;-61.47;-23.72
1470.990;-9.68;-62.40;-62.20;-61.77;-23.74
1471.000;-9.42;-62.66;-62.46;-62.03;-23.76
1471.010;-9.16;-62.92;-62.72;-62.29;-23.76
1471.020;-8.96;-63.13;-62.93;-62.50;-23.78
1471.030;-8.75;-63.34;-63.13;-62.70;-23.78
1471.040;-8.51;-63.58;-63.38;-62.94;-23.78
1471.050;-8.28;-63.80;-63.60;-63.17;-23.81
1471.060;-8.11;-63.98;-63.77;-63.34;-23.84
1471.070;-7.99;-64.09;-63.89;-63.46;-23.80
1471.080;-7.85;-64.23;-64.03;-63.60;-23.82
1471.090;-7.68;-64.41;-64.20;-63.77;-23.77
1471.100;-7.51;-64.57;-64.37;-63.94;-23.80
1471.110;-7.28;-64.80;-64.60;-64.17;-23.79
1471.120;-7.06;-65.03;-64.83;-64.39;-23.81
1471.130;-6.90;-65.19;-64.99;-64.55;-23.81
1471.140;-6.73;-65.36;-65.16;-64.72;-23.81
1471.150;-6.56;-65.52;-65.32;-64.89;-23.82
1471.160;-6.45;-65.63;-65.43;-65.00;-23.83
1471.170;-6.34;-65.74;-65.54;-65.11;-23.82
1471.180;-6.18;-65.91;-65.71;-65.27;-23.84
1471.190;-6.04;-66.05;-65.85;-65.41;-23.84
1471.200;-5.94;-66.15;-65.94;-65.51;-23.86
1471.210;-5.83;-66.25;-66.05;-65.62;-23.85
1471.220;-5.70;-66.39;-66.19;-65.75;-23.86
1471.230;-5.57;-66.51;-66.31;-65.87;-23.84
1471.240;-5.42;-66.66;-66.46;-66.02;-23.86
1471.250;-5.33;-66.76;-66.55;-66.12;-23.86
1471.260;-5.30;-66.79;-66.59;-66.15;-23.85
1471.270;-5.30;-66.79;-66.59;-66.15;-23.87
1471.280;-5.29;-66.80;-66.60;-66.16;-23.84
1471.290;-5.23;-66.86;-66.65;-66.21;-23.87
1471.300;-5.15;-66.94;-66.73;-66.30;-23.86
1471.310;-4.93;-67.16;-66.95;-66.52;-23.88
1471.320;-4.63;-67.46;-67.25;-66.81;-23.90
1471.330;-4.52;-67.56;-67.36;-66.92;-23.90
1471.340;-4.41;-67.68;-67.48;-67.04;-23.90
1471.350;-4.27;-67.82;-67.62;-67.18;-23.89
1471.360;-4.23;-67.86;-67.66;-67.22;-23.88
1471.370;-4.23;-67.86;-67.66;-67.22;-23.90
1471.380;-4.23;-67.86;-67.65;-67.21;-23.88
1471.390;-4.24;-67.85;-67.64;-67.20;-23.89
1471.400;-4.23;-67.86;-67.66;-67.22;-23.88
1471.410;-4.23;-67.86;-67.66;-67.22;-23.91
1471.420;-4.22;-67.87;-67.66;-67.22;-23.90
1471.430;-4.26;-67.83;-67.62;-67.18;-23.90
1471.440;-4.32;-67.77;-67.56;-67.12;-23.89
1471.450;-4.39;-67.70;-67.49;-67.05;-23.88
1471.460;-4.47;-67.62;-67.41;-66.97;-23.89
1471.470;-4.55;-67.54;-67.34;-66.90;-23.89
1471.480;-4.60;-67.49;-67.28;-66.84;-23.90
1471.490;-4.65;-67.44;-67.24;-66.80;-23.91
1471.500;-4.72;-67.37;-67.17;-66.72;-23.90
1471.510;-4.87;-67.23;-67.02;-66.58;-23.90
1471.520;-5.11;-66.98;-66.77;-66.33;-23.88
1471.530;-5.28;-66.81;-66.60;-66.16;-23.92
1471.540;-5.39;-66.70;-66.49;-66.05;-23.86
1471.550;-5.47;-66.63;-66.42;-65.98;-23.88
1471.560;-6.50;-65.59;-65.38;-64.94;-23.87
1471.570;-7.21;-64.89;-64.68;-64.24;-23.86
1471.580;-7.30;-64.79;-64.58;-64.14;-23.86
1471.590;-7.49;-64.60;-64.40;-63.95;-23.82
1471.600;-7.81;-64.28;-64.07;-63.63;-23.83
1471.610;-8.01;-64.08;-63.87;-63.43;-23.86
1471.620;-8.04;-64.05;-63.85;-63.40;-23.87
1471.630;-8.13;-63.97;-63.76;-63.31;-23.87
1471.640;-8.18;-63.92;-63.71;-63.27;-23.86
1471.650;-8.06;-64.03;-63.82;-63.38;-23.86
1471.660;-8.07;-64.02;-63.81;-63.37;-23.88
1471.670;-8.01;-64.08;-63.88;-63.43;-23.92
1471.680;-8.06;-64.04;-63.83;-63.39;-23.89
1471.690;-8.03;-64.06;-63.85;-63.41;-23.87
1471.700;-8.03;-64.07;-63.86;-63.41;-23.88
1471.710;-7.89;-64.20;-63.99;-63.55;-23.87
1471.720;-7.73;-64.37;-64.16;-63.71;-23.84
1471.730;-7.59;-64.50;-64.30;-63.85;-23.87
1471.740;-7.39;-64.71;-64.50;-64.05;-23.86
1471.750;-7.24;-64.85;-64.65;-64.20;-23.86
1471.760;-7.18;-64.91;-64.70;-64.26;-23.88
1471.770;-7.06;-65.04;-64.83;-64.39;-23.85
1471.780;-6.91;-65.19;-64.98;-64.53;-23.85
1471.790;-6.84;-65.25;-65.05;-64.60;-23.86
1471.800;-6.75;-65.35;-65.14;-64.69;-23.85
1471.810;-6.65;-65.45;-65.24;-64.80;-23.88
1471.820;-6.56;-65.54;-65.33;-64.89;-23.86
1471.830;-6.46;-65.63;-65.43;-64.98;-23.92
1471.840;-6.42;-65.67;-65.46;-65.02;-23.88
1471.850;-6.29;-65.81;-65.60;-65.16;-23.88
1471.860;-6.17;-65.92;-65.71;-65.27;-23.88
1471.870;-6.10;-65.99;-65.78;-65.34;-23.89
1471.880;-6.06;-66.03;-65.82;-65.38;-23.89
1471.890;-5.97;-66.12;-65.91;-65.47;-23.86
1471.900;-5.91;-66.18;-65.97;-65.53;-23.88
1471.910;-5.82;-66.27;-66.06;-65.62;-23.88
1471.920;-5.71;-66.39;-66.18;-65.74;-23.89
1471.930;-5.62;-66.47;-66.26;-65.82;-23.87
1471.940;-5.50;-66.60;-66.39;-65.94;-23.88
1471.950;-5.40;-66.69;-66.48;-66.04;-23.88
1471.960;-5.31;-66.78;-66.57;-66.13;-23.90
1471.970;-5.25;-66.85;-66.64;-66.19;-23.91
1471.980;-5.12;-66.97;-66.76;-66.32;-23.93
1471.990;-4.99;-67.10;-66.90;-66.45;-23.91
1472.000;-4.80;-67.29;-67.09;-66.64;-23.90
1472.010;-4.68;-67.42;-67.21;-66.76;-23.88
1472.020;-4.50;-67.60;-67.39;-66.95;-23.87
1472.030;-4.33;-67.77;-67.56;-67.11;-23.87
1472.040;-4.26;-67.84;-67.63;-67.19;-23.87
1472.050;-4.15;-67.95;-67.74;-67.30;-23.86
1472.060;-4.09;-68.00;-67.79;-67.35;-23.83
1472.070;-4.05;-68.05;-67.84;-67.39;-23.88
1472.080;-4.04;-68.05;-67.84;-67.40;-23.86
1472.090;-4.01;-68.09;-67.88;-67.44;-23.84
1472.100;-3.96;-68.13;-67.92;-67.48;-23.87
1472.110;-3.94;-68.15;-67.94;-67.50;-23.87
1472.120;-3.94;-68.15;-67.94;-67.50;-23.86
1472.130;-3.92;-68.17;-67.96;-67.52;-23.83
1472.140;-3.88;-68.21;-68.00;-67.56;-23.86
1472.150;-3.87;-68.22;-68.01;-67.57;-23.84
1472.160;-3.86;-68.24;-68.03;-67.59;-23.83
1472.170;-3.90;-68.19;-67.98;-67.54;-23.83
1472.180;-3.90;-68.19;-67.98;-67.54;-23.83
1472.190;-3.96;-68.13;-67.92;-67.48;-23.84
1472.200;-4.01;-68.08;-67.87;-67.43;-23.82
1472.210;-4.08;-68.02;-67.80;-67.36;-23.83
1472.220;-4.17;-67.92;-67.71;-67.27;-23.84
1472.230;-4.33;-67.76;-67.55;-67.11;-23.83
1472.240;-4.44;-67.65;-67.44;-67.00;-23.84
1472.250;-4.47;-67.63;-67.41;-66.97;-23.84
1472.260;-4.50;-67.59;-67.38;-66.94;-23.84
1472.270;-4.51;-67.58;-67.37;-66.93;-23.80
1472.280;-4.48;-67.61;-67.40;-66.96;-23.83
1472.290;-4.49;-67.60;-67.39;-66.95;-23.84
1472.300;-4.46;-67.63;-67.42;-66.98;-23.80
1472.310;-4.47;-67.63;-67.41;-66.98;-23.82
1472.320;-4.48;-67.62;-67.40;-66.96;-23.81
1472.330;-4.44;-67.65;-67.44;-67.00;-23.83
1472.340;-4.46;-67.63;-67.42;-66.98;-23.80
1472.350;-4.47;-67.62;-67.41;-66.97;-23.82
1472.360;-4.44;-67.65;-67.44;-67.00;-23.82
1472.370;-4.44;-67.65;-67.44;-67.00;-23.78
1472.380;-4.50;-67.59;-67.38;-66.94;-23.80
1472.390;-4.50;-67.60;-67.38;-66.95;-23.78
1472.400;-4.51;-67.58;-67.37;-66.93;-23.78
1472.410;-4.49;-67.61;-67.39;-66.96;-23.79
1472.420;-4.47;-67.63;-67.42;-66.98;-23.79
1472.430;-4.48;-67.61;-67.40;-66.96;-23.78
1472.440;-4.46;-67.63;-67.42;-66.98;-23.80
1472.450;-4.44;-67.65;-67.44;-67.00;-23.78
1472.460;-4.40;-67.70;-67.48;-67.05;-23.77
1472.470;-4.40;-67.69;-67.48;-67.04;-23.80
1472.480;-4.45;-67.64;-67.43;-66.99;-23.77
1472.490;-4.48;-67.62;-67.40;-66.97;-23.78
1472.500;-4.46;-67.63;-67.42;-66.99;-23.80
1472.510;-4.47;-67.62;-67.41;-66.97;-23.80
1472.520;-4.43;-67.66;-67.45;-67.01;-23.76
1472.530;-4.44;-67.66;-67.44;-67.01;-23.77
1472.540;-4.41;-67.69;-67.48;-67.04;-23.76
1472.550;-4.42;-67.68;-67.46;-67.03;-23.74
1472.560;-4.43;-67.67;-67.45;-67.02;-23.76
1472.570;-4.41;-67.68;-67.47;-67.04;-23.74
1472.580;-4.44;-67.65;-67.44;-67.00;-23.76
1472.590;-4.44;-67.65;-67.44;-67.00;-23.76
1472.600;-4.44;-67.65;-67.44;-67.00;-23.73
1472.610;-4.44;-67.65;-67.44;-67.01;-23.78
1472.620;-4.44;-67.65;-67.44;-67.01;-23.75
1472.630;-4.44;-67.65;-67.44;-67.01;-23.75
1472.640;-4.44;-67.65;-67.44;-67.01;-23.73
1472.650;-4.40;-67.70;-67.48;-67.05;-23.73
1472.660;-4.39;-67.70;-67.49;-67.06;-23.74
1472.670;-4.37;-67.72;-67.51;-67.07;-23.72
1472.680;-4.37;-67.72;-67.51;-67.08;-23.76
1472.690;-4.38;-67.72;-67.50;-67.07;-23.74
1472.700;-4.36;-67.73;-67.52;-67.09;-23.72
1472.710;-4.37;-67.72;-67.51;-67.08;-23.72
1472.720;-4.33;-67.77;-67.55;-67.12;-23.72
1472.730;-4.28;-67.81;-67.60;-67.17;-23.73
1472.740;-4.29;-67.80;-67.59;-67.15;-23.69
1472.750;-4.25;-67.84;-67.63;-67.19;-23.71
1472.760;-4.23;-67.87;-67.65;-67.22;-23.70
1472.770;-4.23;-67.87;-67.65;-67.22;-23.70
1472.780;-4.23;-67.86;-67.65;-67.22;-23.68
1472.790;-4.28;-67.82;-67.60;-67.17;-23.70
1472.800;-4.31;-67.78;-67.57;-67.14;-23.71
1472.810;-4.33;-67.76;-67.55;-67.12;-23.67
1472.820;-4.34;-67.75;-67.54;-67.11;-23.70
1472.830;-4.38;-67.71;-67.50;-67.07;-23.71
1472.840;-4.42;-67.67;-67.46;-67.03;-23.70
1472.850;-4.42;-67.68;-67.46;-67.03;-23.68
1472.860;-4.40;-67.69;-67.48;-67.05;-23.70
1472.870;-4.41;-67.68;-67.47;-67.04;-23.69
1472.880;-4.44;-67.65;-67.44;-67.01;-23.66
1472.890;-4.45;-67.64;-67.43;-67.00;-23.66
1472.900;-4.47;-67.62;-67.41;-66.98;-23.69
1472.910;-4.48;-67.62;-67.40;-66.98;-23.68
1472.920;-4.49;-67.61;-67.40;-66.97;-23.67
1472.930;-4.50;-67.59;-67.38;-66.95;-23.64
1472.940;-4.45;-67.64;-67.43;-67.00;-23.67
1472.950;-4.46;-67.64;-67.42;-67.00;-23.68
1472.960;-4.43;-67.66;-67.45;-67.02;-23.69
1472.970;-4.45;-67.64;-67.43;-67.00;-23.70
1472.980;-4.53;-67.56;-67.35;-66.92;-23.66
1472.990;-4.53;-67.56;-67.35;-66.92;-23.66
1473.000;-4.51;-67.59;-67.37;-66.95;-23.63
1473.010;-4.48;-67.61;-67.40;-66.97;-23.65
1473.020;-4.49;-67.60;-67.39;-66.96;-23.64
1473.030;-4.49;-67.61;-67.39;-66.97;-23.63
1473.040;-4.47;-67.63;-67.41;-66.99;-23.62
1473.050;-4.44;-67.65;-67.44;-67.01;-23.65
1473.060;-4.47;-67.62;-67.41;-66.98;-23.61
1473.070;-4.44;-67.65;-67.44;-67.01;-23.62
1473.080;-4.46;-67.63;-67.42;-67.00;-23.64
1473.090;-4.53;-67.57;-67.35;-66.93;-23.61
1473.100;-4.50;-67.59;-67.38;-66.95;-23.61
1473.110;-4.51;-67.58;-67.37;-66.94;-23.58
1473.120;-4.51;-67.58;-67.37;-66.94;-23.61
1473.130;-4.50;-67.59;-67.37;-66.95;-23.56
1473.140;-4.48;-67.61;-67.40;-66.97;-23.57
1473.150;-4.44;-67.65;-67.44;-67.01;-23.60
1473.160;-4.44;-67.65;-67.44;-67.01;-23.57
1473.170;-4.45;-67.64;-67.43;-67.00;-23.59
1473.180;-4.44;-67.65;-67.43;-67.01;-23.54
1473.190;-4.51;-67.58;-67.37;-66.94;-23.54
1473.200;-4.50;-67.59;-67.37;-66.95;-23.56
1473.210;-4.46;-67.64;-67.42;-67.00;-23.58
1473.220;-4.53;-67.57;-67.35;-66.92;-23.54
1473.230;-4.48;-67.62;-67.40;-66.97;-23.54
1473.240;-4.50;-67.59;-67.37;-66.95;-23.54
1473.250;-4.48;-67.62;-67.40;-66.97;-23.54
1473.260;-4.44;-67.65;-67.43;-67.01;-23.52
1473.270;-4.45;-67.64;-67.42;-67.00;-23.52
1473.280;-4.44;-67.65;-67.43;-67.01;-23.47
1473.290;-4.45;-67.65;-67.43;-67.00;-23.52
1473.300;-4.47;-67.62;-67.41;-66.98;-23.52
1473.310;-4.47;-67.62;-67.40;-66.98;-23.51
1473.320;-4.44;-67.65;-67.43;-67.01;-23.48
1473.330;-4.49;-67.60;-67.38;-66.96;-23.49
1473.340;-4.46;-67.63;-67.41;-66.99;-23.49
1473.350;-4.44;-67.65;-67.43;-67.00;-23.48
1473.360;-4.43;-67.66;-67.44;-67.02;-23.51
1473.370;-4.41;-67.69;-67.47;-67.04;-23.47
1473.380;-4.41;-67.68;-67.46;-67.04;-23.46
1473.390;-4.44;-67.66;-67.43;-67.01;-23.46
1473.400;-4.41;-67.68;-67.46;-67.04;-23.45
1473.410;-4.41;-67.68;-67.46;-67.04;-23.45
1473.420;-4.41;-67.69;-67.47;-67.04;-23.44
1473.430;-4.38;-67.71;-67.49;-67.07;-23.45
1473.440;-4.37;-67.72;-67.50;-67.07;-23.42
1473.450;-4.35;-67.74;-67.52;-67.10;-23.41
1473.460;-4.33;-67.77;-67.54;-67.12;-23.42
1473.470;-4.29;-67.80;-67.58;-67.16;-23.43
1473.480;-4.29;-67.80;-67.58;-67.15;-23.43
1473.490;-4.30;-67.80;-67.57;-67.15;-23.39
1473.500;-4.30;-67.80;-67.57;-67.15;-23.41
1473.510;-4.29;-67.81;-67.58;-67.16;-23.40
1473.520;-4.30;-67.80;-67.57;-67.15;-23.39
1473.530;-4.28;-67.81;-67.59;-67.16;-23.38
1473.540;-4.30;-67.80;-67.57;-67.15;-23.39
1473.550;-4.31;-67.78;-67.56;-67.13;-23.41
1473.560;-4.32;-67.77;-67.55;-67.12;-23.37
1473.570;-4.36;-67.73;-67.51;-67.08;-23.37
1473.580;-4.38;-67.72;-67.49;-67.07;-23.37
1473.590;-4.39;-67.71;-67.48;-67.06;-23.37
1473.600;-4.42;-67.67;-67.44;-67.02;-23.33
1473.610;-4.42;-67.67;-67.44;-67.02;-23.32
1473.620;-4.42;-67.67;-67.44;-67.02;-23.35
1473.630;-4.43;-67.66;-67.44;-67.01;-23.32
1473.640;-4.45;-67.64;-67.42;-66.99;-23.34
1473.650;-4.44;-67.65;-67.42;-67.00;-23.33
1473.660;-4.46;-67.63;-67.41;-66.98;-23.30
1473.670;-4.44;-67.65;-67.42;-67.00;-23.31
1473.680;-4.44;-67.65;-67.42;-67.00;-23.30
1473.690;-4.44;-67.65;-67.42;-67.00;-23.33
1473.700;-4.47;-67.62;-67.39;-66.97;-23.31
1473.710;-4.49;-67.61;-67.38;-66.96;-23.32
1473.720;-4.51;-67.58;-67.35;-66.93;-23.31
1473.730;-4.48;-67.62;-67.39;-66.96;-23.28
1473.740;-4.48;-67.62;-67.39;-66.96;-23.27
1473.750;-4.49;-67.60;-67.37;-66.95;-23.26
1473.760;-4.44;-67.65;-67.42;-67.00;-23.24
1473.770;-4.48;-67.61;-67.38;-66.96;-23.25
1473.780;-4.45;-67.64;-67.41;-66.99;-23.26
1473.790;-4.44;-67.65;-67.42;-67.00;-23.24
1473.800;-4.53;-67.57;-67.33;-66.91;-23.22
1473.810;-4.51;-67.58;-67.35;-66.93;-23.23
1473.820;-4.51;-67.58;-67.35;-66.93;-23.22
1473.830;-4.50;-67.60;-67.37;-66.94;-23.22
1473.840;-4.50;-67.59;-67.36;-66.94;-23.19
1473.850;-4.50;-67.59;-67.37;-66.94;-23.21
1473.860;-4.48;-67.61;-67.38;-66.96;-23.20
1473.870;-4.46;-67.63;-67.40;-66.98;-23.22
1473.880;-4.46;-67.63;-67.41;-66.98;-23.20
1473.890;-4.46;-67.64;-67.41;-66.98;-23.20
1473.900;-4.48;-67.61;-67.38;-66.96;-23.20
1473.910;-4.54;-67.55;-67.33;-66.90;-23.18
1473.920;-4.51;-67.59;-67.36;-66.93;-23.18
1473.930;-4.51;-67.58;-67.35;-66.93;-23.19
1473.940;-4.50;-67.59;-67.36;-66.94;-23.17
1473.950;-4.50;-67.60;-67.37;-66.94;-23.18
1473.960;-4.50;-67.60;-67.37;-66.94;-23.17
1473.970;-4.51;-67.59;-67.36;-66.94;-23.17
1473.980;-4.48;-67.61;-67.39;-66.96;-23.16
1473.990;-4.49;-67.61;-67.38;-66.95;-23.14
1474.000;-4.50;-67.60;-67.37;-66.95;-23.13
1474.010;-4.51;-67.58;-67.36;-66.93;-23.15
1474.020;-4.51;-67.58;-67.36;-66.93;-23.15
1474.030;-4.50;-67.60;-67.37;-66.94;-23.12
1474.040;-4.51;-67.58;-67.36;-66.93;-23.16
1474.050;-4.50;-67.59;-67.37;-66.94;-23.13
1474.060;-4.47;-67.62;-67.40;-66.97;-23.12
1474.070;-4.49;-67.60;-67.38;-66.95;-23.11
1474.080;-4.43;-67.66;-67.44;-67.01;-23.10
1474.090;-4.43;-67.66;-67.44;-67.01;-23.11
1474.100;-4.44;-67.65;-67.43;-67.00;-23.05
1474.110;-4.44;-67.65;-67.43;-67.00;-23.09
1474.120;-4.43;-67.66;-67.44;-67.01;-23.10
1474.130;-4.44;-67.66;-67.43;-67.00;-23.06
1474.140;-4.44;-67.65;-67.43;-67.00;-23.08
1474.150;-4.41;-67.68;-67.46;-67.03;-23.07
1474.160;-4.37;-67.72;-67.50;-67.07;-23.08
1474.170;-4.33;-67.76;-67.54;-67.11;-23.06
1474.180;-4.34;-67.76;-67.54;-67.10;-23.04
1474.190;-4.30;-67.80;-67.57;-67.14;-23.06
1474.200;-4.30;-67.80;-67.58;-67.14;-23.02
1474.210;-4.28;-67.81;-67.59;-67.16;-23.01
1474.220;-4.30;-67.80;-67.58;-67.14;-23.01
1474.230;-4.30;-67.80;-67.58;-67.14;-23.03
1474.240;-4.30;-67.79;-67.57;-67.14;-23.01
1474.250;-4.33;-67.76;-67.54;-67.11;-23.00
1474.260;-4.31;-67.78;-67.56;-67.13;-22.99
1474.270;-4.31;-67.78;-67.56;-67.13;-22.99
1474.280;-4.33;-67.76;-67.55;-67.11;-22.99
1474.290;-4.34;-67.75;-67.53;-67.10;-22.99
1474.300;-4.37;-67.72;-67.51;-67.07;-23.00
1474.310;-4.39;-67.71;-67.49;-67.05;-22.94
1474.320;-4.39;-67.70;-67.48;-67.05;-22.98
1474.330;-4.42;-67.68;-67.46;-67.02;-22.97
1474.340;-4.42;-67.67;-67.45;-67.02;-22.97
1474.350;-4.44;-67.66;-67.44;-67.00;-22.95
1474.360;-4.43;-67.66;-67.44;-67.01;-22.95
1474.370;-4.43;-67.67;-67.45;-67.01;-22.97
1474.380;-4.44;-67.65;-67.44;-67.00;-22.94
1474.390;-4.43;-67.66;-67.44;-67.01;-22.94
1474.400;-4.46;-67.63;-67.41;-66.98;-22.95
1474.410;-4.48;-67.61;-67.40;-66.96;-22.92
1474.420;-4.50;-67.60;-67.38;-66.95;-22.92
1474.430;-4.50;-67.59;-67.38;-66.94;-22.92
1474.440;-4.48;-67.61;-67.40;-66.96;-22.93
1474.450;-4.50;-67.59;-67.38;-66.94;-22.91
1474.460;-4.51;-67.58;-67.37;-66.93;-22.91
1474.470;-4.50;-67.59;-67.38;-66.94;-22.89
1474.480;-4.50;-67.60;-67.38;-66.94;-22.88
1474.490;-4.50;-67.59;-67.38;-66.94;-22.89
1474.500;-4.48;-67.62;-67.40;-66.96;-22.86
1474.510;-4.53;-67.56;-67.35;-66.91;-22.88
1474.520;-4.51;-67.58;-67.37;-66.93;-22.83
1474.530;-4.52;-67.57;-67.36;-66.92;-22.86
1474.540;-4.58;-67.52;-67.30;-66.86;-22.86
1474.550;-4.51;-67.58;-67.36;-66.92;-22.86
1474.560;-4.53;-67.56;-67.35;-66.91;-22.84
1474.570;-4.52;-67.57;-67.36;-66.92;-22.81
1474.580;-4.46;-67.63;-67.42;-66.98;-22.86
1474.590;-4.53;-67.57;-67.35;-66.91;-22.79
1474.600;-4.51;-67.58;-67.37;-66.93;-22.81
1474.610;-4.48;-67.61;-67.40;-66.96;-22.84
1474.620;-4.56;-67.53;-67.32;-66.88;-22.81
